Student_ID,GPA,SAT_Score,ACT_Score,Family_Size,Income_Level,Marital_Status,Support_Center_Utilization,Retention_Rate,Graduation_Rate,Life_Event,Institution_Type,Graduation_Age,Major,Study_Hours_Per_Week,Student_Loan_Amount,Campus_Engagement,First_Gen_Student,Enrollment_Status,Distance_From_Home,Work_Hours_Per_Week
3917,2,1086,24,3,High,Married,0.37,0.5,0.61,None,Public,22.8,Health Sciences,17.2,29055,High,TRUE,Full-Time,68.9,6.3
3918,2.52,1182,26,4,Low,Married,0.48,0.75,0.81,None,Public,23.4,Health Sciences,15.5,9624.32,High,TRUE,Full-Time,63.6,13.1
3919,3.34,1242,27,1,Middle,Single,0.54,0.7,0.7,None,Private,23.1,STEM,14.8,15003.41,Low,FALSE,Part-Time,36.4,5.9
3920,3.33,1091,24,1,Low,Single,0.27,0.77,0.8,Financial Problems,Public,22.2,Arts,24.1,24174.64,High,FALSE,Part-Time,60,13
3921,3.72,1378,31,1,Low,Divorced,0.39,1,0.99,None,Public,22.6,Business,22.1,18732.91,Medium,FALSE,Full-Time,39,11.5
3922,2.93,1133,25,1,High,Single,0.44,0.78,0.77,None,Public,23.3,Education,22.2,4480.88,High,FALSE,Full-Time,96.4,8.5
3923,2.61,1048,23,4,Middle,Single,0.26,0.67,0.61,None,Public,22.8,STEM,11,9230.36,Medium,FALSE,Part-Time,5.7,0
3924,2.65,858,19,7,Middle,Single,0.34,0.6,0.56,None,Public,23,STEM,15.8,38574.37,High,FALSE,Full-Time,99.5,1.4
3925,3.3,1060,23,1,Middle,Married,0.42,0.83,0.93,Family Issues,Public,22.8,Business,17.3,20256.58,Medium,FALSE,Full-Time,65.7,11.5
3926,2.45,1049,23,1,Low,Single,0.62,0.56,0.5,None,Private,22.5,STEM,16.7,21914.57,Medium,FALSE,Full-Time,20.6,2
3927,2.51,1244,27,2,Low,Single,0.11,0.54,0.51,None,Public,22.5,STEM,8.2,25457.91,Medium,FALSE,Full-Time,92.6,14.9
3928,2.29,1169,26,1,Middle,Single,0.34,0.5,0.5,Family Issues,Public,22,Arts,16.3,34297.14,Low,FALSE,Part-Time,70.9,0.9
3929,2.7,923,20,2,Middle,Single,0.15,0.75,0.75,Financial Problems,Private,22.1,Arts,12.1,7857.32,High,FALSE,Full-Time,94.9,8.1
3930,2.8,1125,25,3,Middle,Single,0.14,0.69,0.71,Family Issues,Public,22.1,Health Sciences,18,19084.7,Low,TRUE,Full-Time,61,9
3931,3.06,1200,27,4,Middle,Single,0.03,0.8,0.77,None,Private,22.3,Arts,13.9,15971.5,Medium,FALSE,Full-Time,0,17.9
3932,2.79,1329,29,3,Middle,Single,0.38,0.71,0.73,None,Public,22.6,Arts,7.6,24657.77,High,FALSE,Full-Time,88.6,14.3
3933,2.86,1233,27,1,Low,Married,0.2,0.76,0.82,None,Public,22.4,STEM,17.4,8696.27,Low,FALSE,Full-Time,45.4,4.7
3934,2.95,1214,27,1,Middle,Single,0.21,0.71,0.77,Family Issues,Public,22.6,Education,10.6,27882.75,Low,TRUE,Part-Time,37.4,15.9
3935,2.83,1109,24,5,Middle,Single,0.69,0.66,0.65,Health Issues,Private,22.8,Health Sciences,22.2,18237.98,Medium,TRUE,Full-Time,45.3,12
3936,2.78,1158,26,1,Middle,Single,0.62,0.61,0.64,None,Private,22.3,Business,11.1,20770.38,Medium,FALSE,Full-Time,93.7,5.4
3937,2.91,1287,28,2,Low,Married,0.29,0.59,0.53,None,Private,22.9,Arts,8.7,25525.69,Medium,TRUE,Full-Time,67.6,16.4
3938,2.01,900,20,1,Low,Married,0.65,0.5,0.46,None,Private,23.1,Education,14.9,11824.93,Low,TRUE,Full-Time,86.2,6.4
3939,2.98,1047,23,1,Low,Married,0.07,0.71,0.65,None,Public,22.7,Business,18.2,33043.21,Medium,TRUE,Full-Time,86.1,0
3940,2.53,984,22,1,High,Single,0.16,0.5,0.5,Health Issues,Private,22.2,Arts,1.8,41150.34,High,FALSE,Full-Time,42.3,6.6
3941,3.08,1156,26,1,Low,Single,0,0.63,0.59,Health Issues,Private,23,STEM,20.7,30839.59,Medium,FALSE,Full-Time,24,10.3
3942,2.94,1284,28,4,Low,Single,0.41,0.84,0.76,None,Private,22.7,Arts,9.9,38709.08,Medium,FALSE,Full-Time,104,17.4
3943,2,1010,22,1,Middle,Single,0.3,0.52,0.5,Health Issues,Public,22.8,STEM,22.4,20612.96,Medium,TRUE,Part-Time,41.3,7.6
3944,2,800,18,2,Middle,Single,0.32,0.5,0.41,None,Public,23.3,STEM,9.2,25500.59,High,FALSE,Full-Time,24.8,2.8
3945,2.34,1038,23,4,Low,Married,0.59,0.81,0.88,None,Private,22.9,Health Sciences,10.3,14300.7,Medium,TRUE,Part-Time,49.2,11.3
3946,3.2,1237,27,5,Low,Single,0.07,0.63,0.61,None,Private,23.3,Arts,12.9,26143.3,High,TRUE,Full-Time,28.9,7.4
3947,3.94,1180,26,2,Middle,Single,0.05,1,1,None,Public,22.4,Business,23.7,31936.9,Medium,FALSE,Full-Time,86.7,16.5
3948,3.12,1164,26,1,Middle,Single,0.34,0.77,0.74,None,Public,22.3,Arts,25.3,7304.21,Low,TRUE,Full-Time,1.9,19.4
3949,3.47,1058,23,1,Low,Single,0,0.94,0.89,Family Issues,Public,23.1,STEM,11.1,12794.77,High,FALSE,Part-Time,70.9,0
3950,2.44,908,20,3,High,Single,0.49,0.62,0.68,None,Private,22,Business,8.3,22264.32,Medium,FALSE,Full-Time,39.3,9.1
3951,2.75,1177,26,6,Low,Single,0.25,0.5,0.51,None,Public,23.4,STEM,24.1,35332.68,High,FALSE,Full-Time,100.2,7.2
3952,2.54,974,21,1,Middle,Single,0.42,0.64,0.74,None,Private,23.2,Health Sciences,5.6,21900.01,Low,FALSE,Full-Time,48.3,5
3953,4,1427,32,3,Middle,Single,0,1,0.98,None,Private,22.5,Business,10.6,5753.18,Medium,FALSE,Full-Time,88.3,12.7
3954,3.51,1185,26,1,High,Single,0.24,0.66,0.64,Financial Problems,Private,23.1,STEM,16.7,13623.25,Low,FALSE,Part-Time,80.5,18.6
3955,2.36,1012,22,1,Low,Single,0.18,0.78,0.83,None,Public,22.8,Arts,13.1,11380.11,Low,TRUE,Full-Time,52.8,11.8
3956,2.6,1008,22,2,Middle,Single,0.54,0.68,0.73,None,Public,22,Business,10.1,21956.08,Low,FALSE,Full-Time,50.1,12.2
3957,2.29,1086,24,1,Middle,Married,0.34,0.64,0.65,None,Private,22.1,Business,6.2,18178.95,Medium,FALSE,Full-Time,50.6,3.4
3958,2.91,1064,23,2,Low,Divorced,0,0.61,0.78,Health Issues,Private,22.6,Education,10.6,7321.96,Medium,FALSE,Full-Time,21.5,7.7
3959,3.63,1267,28,2,Middle,Single,0.45,0.98,0.96,Family Issues,Private,22.6,Arts,16.6,19550.6,Medium,TRUE,Full-Time,7.8,12.7
3960,2.83,1127,25,1,Low,Married,0.28,0.82,0.75,None,Public,23.2,Health Sciences,15.5,21207.99,Low,FALSE,Full-Time,9.7,19
3961,2.28,990,22,2,Middle,Single,0.35,0.59,0.54,None,Public,22.7,STEM,9.2,17693.57,High,FALSE,Full-Time,9.1,17.8
3962,3.57,1383,31,1,High,Single,0.38,0.89,0.88,None,Public,22,Business,16.9,32793.72,High,FALSE,Full-Time,0,12.9
3963,2.89,1107,24,3,Middle,Single,0.2,0.63,0.71,Family Issues,Private,22.2,Education,17.6,19677.23,High,FALSE,Full-Time,0,4.6
3964,3.06,1215,27,2,Low,Single,0.17,0.74,0.73,None,Private,22.9,Education,5.2,31249.9,Medium,FALSE,Full-Time,54.5,9.8
3965,2.58,1008,22,4,Middle,Single,0.4,0.59,0.67,Health Issues,Private,22,Health Sciences,13,36854.3,Low,FALSE,Part-Time,63.2,6.8
3966,2.83,1154,25,1,Middle,Single,0.34,0.77,0.79,None,Public,22,Arts,5.4,16394.12,Low,FALSE,Full-Time,0,9.7
3967,3.17,1146,25,3,Low,Married,0.36,0.71,0.76,Family Issues,Public,22.3,Arts,23.5,19132.48,High,FALSE,Full-Time,41.8,14.3
3968,2.26,816,18,1,Low,Single,0.58,0.62,0.64,None,Public,23,Arts,18.2,21522.76,Medium,FALSE,Full-Time,69.3,6.4
3969,3.21,1402,31,1,Low,Single,0.55,0.72,0.74,None,Private,22.4,Business,14.1,38582.66,Low,FALSE,Full-Time,50,10.5
3970,2.93,1293,29,1,Middle,Single,0.24,0.71,0.74,None,Public,22.7,Business,7.1,10582.44,Medium,FALSE,Full-Time,20.8,6.3
3971,2.52,1040,23,1,Middle,Married,0.48,0.69,0.66,None,Public,22.5,STEM,10.8,6118.42,Medium,TRUE,Full-Time,48.1,14.1
3972,2.56,934,21,2,Middle,Divorced,0.46,0.57,0.54,None,Public,22.4,Arts,14,25572.76,High,TRUE,Part-Time,51.8,11.4
3973,2.92,1152,25,1,Middle,Single,0.23,0.8,0.81,None,Private,22.2,Education,21.8,28245,Medium,FALSE,Full-Time,64,12.7
3974,2.59,1113,25,3,Middle,Single,0.22,0.7,0.8,None,Public,22.9,Arts,17.5,10636.69,Medium,FALSE,Part-Time,73,15.7
3975,2.96,1153,25,4,Middle,Single,0.12,0.71,0.64,Financial Problems,Public,22,Business,16.3,11671.19,Medium,FALSE,Full-Time,0,9.2
3976,2.72,1128,25,1,Middle,Single,0.55,0.8,0.7,Family Issues,Public,22.4,STEM,15.2,12629.37,Low,FALSE,Full-Time,110.9,4.3
3977,3.2,1175,26,3,Low,Single,0.25,0.81,0.8,Health Issues,Public,23.1,STEM,17.6,29195.25,Low,FALSE,Full-Time,98.5,14.2
3978,3.39,1317,29,1,Middle,Single,0,0.96,1,Family Issues,Private,22.1,Education,22.4,39886.81,Medium,TRUE,Full-Time,32.7,12.2
3979,2.87,1185,26,3,Low,Single,0.34,0.9,0.9,None,Public,22,Business,5.6,42143.33,Low,FALSE,Part-Time,113.9,8.6
3980,2.43,942,21,2,High,Single,0.24,0.58,0.52,Health Issues,Public,22,Health Sciences,17.1,21256.97,High,TRUE,Full-Time,39.4,10.4
3981,3.66,1304,29,1,High,Married,0,0.98,0.98,Health Issues,Public,22.8,STEM,16,597.6,Medium,FALSE,Full-Time,75.4,7.2
3982,3.19,1346,30,2,Middle,Single,0.28,0.73,0.65,Health Issues,Private,22.9,Arts,16.2,9807.95,Low,FALSE,Full-Time,47,11.3
3983,4,1572,35,2,Low,Married,0,0.9,0.93,None,Public,22.3,Health Sciences,18.5,17843.64,High,TRUE,Full-Time,93.8,7
3984,2.31,931,20,2,Low,Single,0.48,0.56,0.54,None,Private,22,Arts,18.5,21430.81,Medium,FALSE,Full-Time,85.4,10
3985,2.97,1136,25,2,High,Married,0.18,0.61,0.6,None,Public,22.4,STEM,16.3,27127.5,Low,FALSE,Full-Time,55.5,7.1
3986,2,800,18,3,Low,Single,0.61,0.5,0.52,None,Public,23.1,STEM,13.9,29495.63,Low,FALSE,Full-Time,5.4,13.7
3987,2.99,1182,26,1,Middle,Married,0,0.81,0.82,None,Public,22,STEM,16.8,31380.67,Medium,FALSE,Full-Time,33.8,11.2
3988,2.88,1017,22,1,Low,Married,0.1,0.67,0.64,None,Private,23,STEM,13.5,5198.25,Medium,TRUE,Full-Time,0,8.3
3989,3.19,1388,31,2,High,Single,0.41,0.87,0.92,None,Private,22,Arts,16.6,5227.09,Low,FALSE,Full-Time,30.2,10.5
3990,2.06,983,22,2,High,Single,0.48,0.55,0.58,None,Private,22,Education,18,21370.15,Medium,FALSE,Full-Time,57.7,2.8
3991,2,846,19,1,Middle,Single,0.61,0.69,0.6,Health Issues,Private,22.6,Education,9.9,17384.01,Medium,TRUE,Full-Time,21.9,3.1
3992,2.22,1029,23,1,Middle,Married,0.24,0.61,0.6,None,Public,23,STEM,19.4,9494.13,Low,FALSE,Full-Time,58.6,7.5
3993,2.19,803,18,1,Low,Single,0.46,0.66,0.6,Health Issues,Private,23.2,Health Sciences,18.5,11718.07,Low,TRUE,Full-Time,106,6.1
3994,2.61,1212,27,2,Middle,Single,0.66,0.69,0.63,Family Issues,Public,23,Arts,6.1,27222.58,Low,FALSE,Full-Time,45.8,5
3995,2,800,18,1,Middle,Divorced,0.85,0.53,0.56,None,Public,23.3,STEM,5.7,22225.7,Medium,FALSE,Part-Time,0,2.7
3996,2.95,1104,24,2,Middle,Single,0.52,0.85,0.83,None,Private,22.6,STEM,19.2,30503.58,Medium,TRUE,Full-Time,113.4,8.8
3997,2.12,800,18,2,High,Married,0.53,0.6,0.59,Family Issues,Public,22.2,Arts,7.8,21871.14,Low,TRUE,Full-Time,51.1,8
3998,2.51,1051,23,1,High,Married,0.26,0.65,0.62,Health Issues,Public,23.1,STEM,11.7,6430.71,High,FALSE,Full-Time,22.1,5.1
3999,3.42,1346,30,3,Middle,Single,0,0.88,0.89,Family Issues,Private,23.2,STEM,12.1,12977.76,Medium,TRUE,Part-Time,43.8,10
4000,2.92,1154,25,2,High,Married,0.12,0.78,0.82,None,Public,23,STEM,14.8,13691.97,Medium,TRUE,Part-Time,3.4,14.6
4001,2.36,970,21,2,Middle,Single,0.59,0.52,0.63,None,Public,22.8,Business,18.3,22858.85,Medium,FALSE,Full-Time,90,4
4002,2.68,1095,24,1,Low,Single,0.04,0.6,0.59,Health Issues,Public,23.2,STEM,20.7,8784.13,Low,FALSE,Full-Time,160.7,15.8
4003,3.43,1102,24,3,Middle,Single,0,1,0.93,None,Public,22.7,STEM,12.6,27729.53,Medium,TRUE,Full-Time,14.8,1.2
4004,3.17,1170,26,1,High,Divorced,0,0.98,0.95,None,Private,22.5,STEM,19,1447,Medium,FALSE,Part-Time,66.7,10.1
4005,2.98,894,20,2,Low,Married,0.23,0.65,0.69,Health Issues,Public,22.9,STEM,17.8,449.39,Low,FALSE,Full-Time,26.1,15.4
4006,2.82,1188,26,1,Middle,Single,0.15,0.64,0.6,None,Public,22.7,STEM,15.3,20017.98,Low,TRUE,Full-Time,71.6,14.2
4007,2,800,18,1,High,Single,0.37,0.61,0.54,Health Issues,Public,22.9,Arts,17,12113.8,High,FALSE,Full-Time,28.2,11.6
4008,2.11,1005,22,1,Low,Married,0.72,0.58,0.54,Family Issues,Private,22.4,STEM,13.8,15934.57,Medium,TRUE,Full-Time,59.1,12.6
4009,2.32,1026,23,2,Middle,Single,0.35,0.65,0.62,None,Private,23,STEM,14.3,31811.5,Low,FALSE,Full-Time,32.8,10.4
4010,3.56,1194,26,2,Low,Single,0.3,0.98,0.93,None,Public,22.9,STEM,17.6,5646.95,Medium,TRUE,Full-Time,19.3,9.3
4011,2.6,1103,24,1,Middle,Single,0.36,0.63,0.64,Family Issues,Public,22.6,STEM,8.9,30801.97,Low,TRUE,Full-Time,84.4,6.8
4012,2.8,889,20,1,Middle,Single,0.32,0.73,0.73,Health Issues,Private,22.1,Education,10.2,22798.09,Low,FALSE,Full-Time,95.7,7.4
4013,2.01,952,21,3,Middle,Married,0.4,0.53,0.57,None,Private,23.1,Arts,17.4,14307.9,Low,FALSE,Full-Time,35.1,12.1
4014,2.51,1129,25,1,Low,Married,0.41,0.54,0.52,None,Private,22,Business,19.4,15353.17,High,FALSE,Full-Time,31.2,7.3
4015,2.62,1088,24,3,High,Divorced,0.36,0.69,0.71,Health Issues,Private,22,Health Sciences,17.3,25415.52,High,FALSE,Part-Time,82.6,8.4
4016,2.51,1013,22,1,Middle,Single,0.44,0.75,0.73,None,Public,22.6,STEM,13.1,25371.78,Low,FALSE,Full-Time,19.6,13.5
4017,2.85,1027,23,1,High,Single,0.19,0.68,0.62,Health Issues,Public,22,STEM,14.8,13254.45,Low,FALSE,Full-Time,135.9,7.2
4018,3.15,1204,27,2,Low,Single,0,0.8,0.77,None,Private,23.3,Business,8.1,24284.7,Medium,TRUE,Full-Time,92.5,9.5
4019,2.43,1022,23,4,High,Married,0.47,0.63,0.55,None,Private,22.5,STEM,16.6,17812.8,Medium,FALSE,Full-Time,80.1,8.9
4020,2.68,1086,24,3,Low,Single,0.39,0.64,0.73,Health Issues,Private,23.3,Business,10.9,28572.98,Low,FALSE,Full-Time,23.7,10.2
4021,3.47,1425,32,2,Low,Single,0,0.93,0.94,Health Issues,Public,23.4,Health Sciences,8.9,10336.75,Low,FALSE,Full-Time,0,3
4022,2,886,19,3,Low,Single,0.41,0.5,0.46,None,Public,22.4,Business,22,16063.73,Low,FALSE,Full-Time,0,9.3
4023,2,822,18,2,Low,Single,0.58,0.63,0.61,None,Private,23.2,STEM,15.5,0,Medium,FALSE,Full-Time,26.1,12
4024,3.35,1217,27,3,Middle,Single,0.08,0.9,0.78,None,Private,22,Education,10.3,26376.51,High,FALSE,Full-Time,20.5,10.1
4025,2,998,22,3,Middle,Single,0.53,0.5,0.57,None,Public,22.7,Business,11.2,24492.88,Low,FALSE,Full-Time,28.6,8.2
4026,3.12,1052,23,5,Low,Married,0.52,0.95,1,Family Issues,Public,22.3,Education,15.7,11195.02,Low,TRUE,Full-Time,51.6,9.3
4027,2.35,982,22,1,Middle,Single,0.43,0.61,0.61,Health Issues,Public,22.9,STEM,8.6,31937.2,Low,TRUE,Full-Time,52.1,5
4028,2.42,1061,23,1,Low,Single,0.89,0.53,0.55,Family Issues,Public,22.9,Business,21.4,8202.12,Medium,FALSE,Full-Time,70.9,17.9
4029,3.57,1339,30,1,High,Married,0,1,0.94,Family Issues,Private,22.4,STEM,4,25117.35,Low,FALSE,Full-Time,42.5,20.5
4030,3.5,1220,27,2,Middle,Single,0.35,0.92,0.86,None,Private,22.8,STEM,13.6,32055.26,Medium,FALSE,Full-Time,52.2,11
4031,3.41,1229,27,2,High,Married,0.04,0.67,0.59,None,Public,23,Arts,14.9,19448.59,Medium,TRUE,Full-Time,41.8,12.3
4032,2.37,887,19,1,Low,Single,0.26,0.54,0.53,Health Issues,Public,22.6,STEM,13.3,18167.13,Low,FALSE,Full-Time,41.8,6.9
4033,2.64,927,20,2,Low,Single,0,0.69,0.74,None,Private,23.8,STEM,18.8,23932.86,Low,TRUE,Full-Time,56.5,19
4034,2,800,18,2,Low,Single,0.57,0.5,0.48,Health Issues,Public,22.4,STEM,16.7,24318.55,High,FALSE,Full-Time,58.4,4.4
4035,2.29,978,22,2,Low,Single,0.7,0.58,0.6,None,Public,23.3,Arts,13.1,24829.14,Low,FALSE,Full-Time,89.2,11.2
4036,2.84,1243,27,1,Middle,Single,0.42,0.72,0.77,None,Public,23.1,STEM,11.5,10733.04,Medium,FALSE,Full-Time,80.3,15.5
4037,3.31,1177,26,4,Low,Single,0.01,0.71,0.63,Health Issues,Public,22,Education,11.8,13845.24,Low,TRUE,Full-Time,28.3,18.1
4038,2.55,1066,24,1,Low,Single,0.24,0.67,0.76,None,Public,23.2,Business,17.7,27244.33,Low,FALSE,Full-Time,28.4,6.5
4039,3,1096,24,5,Low,Married,0.38,0.75,0.81,None,Public,23,Business,11.4,25089.83,Low,TRUE,Full-Time,0,11.7
4040,2.65,996,22,1,High,Single,0.25,0.54,0.57,None,Private,22.6,Arts,27.2,22370.73,Low,TRUE,Full-Time,1.5,5.8
4041,2.57,1130,25,1,High,Single,0.28,0.73,0.78,None,Private,22.7,Arts,17.1,13512.23,Low,TRUE,Full-Time,102.4,6
4042,2.86,1214,27,2,Low,Married,0.37,0.8,0.85,Health Issues,Public,22.7,Health Sciences,15.5,0,Medium,TRUE,Part-Time,56.9,7.3
4043,2.53,857,19,2,Middle,Divorced,0.06,0.6,0.62,None,Private,23.2,STEM,14.5,10120.54,Medium,TRUE,Full-Time,46.6,18.4
4044,2.63,1144,25,1,Middle,Single,0.31,0.64,0.71,None,Public,22.3,Health Sciences,9.8,18340.14,Medium,FALSE,Full-Time,77.8,12.7
4045,3.14,1239,27,1,Low,Single,0.28,0.86,0.83,Health Issues,Public,23.3,Arts,18.9,30125.51,Low,FALSE,Part-Time,45.4,6.6
4046,2.36,1037,23,5,Middle,Single,0.33,0.57,0.59,None,Public,22,Health Sciences,9.1,9496.32,High,FALSE,Part-Time,127.1,13.7
4047,2.92,1205,27,4,Low,Single,0.14,0.54,0.6,None,Private,22,Arts,23.3,19542.05,High,TRUE,Full-Time,84,6.5
4048,3.79,1522,34,1,Middle,Single,0,1,0.86,None,Private,22.8,Education,19.9,14416.44,Low,FALSE,Full-Time,36.4,8.2
4049,2.48,1084,24,2,Low,Single,0.25,0.54,0.56,Health Issues,Private,23.1,Education,18.3,29521.56,High,FALSE,Full-Time,32.5,19
4050,2.61,1158,26,1,Middle,Married,0.11,0.61,0.65,None,Private,22.4,STEM,19,29038.65,Low,FALSE,Part-Time,60.4,21.5
4051,2.56,989,22,2,Low,Married,0.47,0.79,0.7,None,Private,22,Education,16.6,21201.94,Low,TRUE,Full-Time,46.9,5.5
4052,2.56,1127,25,1,Middle,Single,0.31,0.63,0.64,None,Private,22,Arts,15.7,28271.53,Medium,FALSE,Part-Time,88.3,15.4
4053,2.68,1169,26,1,Middle,Single,0,0.67,0.63,None,Public,22.7,Health Sciences,13.4,26462.66,Medium,FALSE,Full-Time,61.8,14.6
4054,2.54,1129,25,2,Middle,Single,0.16,0.69,0.71,None,Public,22.5,STEM,14,13020.09,Low,FALSE,Full-Time,124.8,14.1
4055,2.34,947,21,1,Middle,Married,0.49,0.64,0.63,None,Public,23.1,Health Sciences,12.1,33632.64,Medium,TRUE,Full-Time,57,6.2
4056,3.11,1130,25,2,Low,Married,0.53,0.69,0.64,None,Public,22.5,Health Sciences,15.9,20249.25,Low,FALSE,Part-Time,80.2,16.4
4057,3.75,1319,29,4,Low,Single,0.21,0.93,0.99,None,Public,22.1,STEM,24.1,11612.49,Medium,FALSE,Full-Time,0,7.2
4058,2.7,1167,26,3,Low,Married,0.28,0.68,0.66,None,Public,22.7,STEM,17.5,14199.04,High,FALSE,Part-Time,46.4,11.2
4059,3.76,1244,27,1,Middle,Married,0,0.97,0.98,Financial Problems,Public,23,Arts,9.1,20162.99,Low,FALSE,Full-Time,65.2,13.3
4060,2.36,1064,23,1,Middle,Single,0.21,0.62,0.68,None,Public,23.2,Arts,21.3,38250.38,Low,TRUE,Part-Time,32.5,6.9
4061,3.36,1212,27,2,Low,Married,0.41,1,0.95,None,Public,22.4,Education,9.2,13233.76,Medium,TRUE,Full-Time,110.5,8.2
4062,2.64,1141,25,3,Middle,Single,0.58,0.54,0.54,None,Public,22.5,Education,21.2,17981.55,High,FALSE,Full-Time,55.7,0
4063,2.13,957,21,4,Middle,Single,0.44,0.63,0.61,Family Issues,Public,22.9,Arts,16.5,23692.57,Low,FALSE,Part-Time,68.7,5.5
4064,2.65,1147,25,2,Low,Single,0.47,0.78,0.77,None,Private,22.1,STEM,16.2,6409.57,High,FALSE,Full-Time,40.2,12
4065,2.36,951,21,2,Middle,Single,0.21,0.64,0.75,Family Issues,Public,22.9,Health Sciences,20.7,14366.76,Medium,FALSE,Full-Time,37.5,11.9
4066,2.69,1005,22,3,High,Single,0.31,0.61,0.63,Family Issues,Public,22.4,Business,22.4,28652.02,Medium,TRUE,Full-Time,66.7,9.1
4067,3.02,1128,25,1,Low,Married,0.23,0.92,0.94,Health Issues,Public,22.5,Business,13.5,13962.89,Low,FALSE,Full-Time,23.6,18.4
4068,2.58,1144,25,4,Middle,Single,0.32,0.5,0.53,None,Private,22.5,Business,5.9,30340.38,High,TRUE,Full-Time,8.3,6.8
4069,2.01,921,20,1,Low,Single,0.51,0.5,0.52,None,Public,22.6,Education,18.8,3382.11,Low,TRUE,Full-Time,42.6,21.9
4070,2.87,1258,28,2,Low,Single,0,0.83,0.74,None,Public,23.5,Health Sciences,10,25736.06,High,FALSE,Full-Time,32.9,6.9
4071,2.93,1185,26,2,High,Married,0.33,0.7,0.81,None,Public,22.3,STEM,11.1,6127,Low,FALSE,Full-Time,61.4,7.3
4072,2.42,994,22,1,High,Single,0.1,0.77,0.69,None,Public,22.3,STEM,16.5,23651.6,Low,FALSE,Full-Time,42.6,14.5
4073,2,869,19,1,Low,Single,0.52,0.5,0.59,None,Public,23.2,STEM,12.8,19131.39,Low,FALSE,Full-Time,19.7,0
4074,2.78,1078,24,3,Middle,Divorced,0,0.58,0.61,Financial Problems,Public,22.7,Health Sciences,11.5,33833.26,High,TRUE,Part-Time,26.5,8.3
4075,3.26,1033,23,1,Middle,Single,0.43,0.76,0.77,Health Issues,Public,22.9,Arts,13.1,22181.72,Low,FALSE,Part-Time,70.7,8.1
4076,2.64,1116,25,1,Low,Married,0.76,0.7,0.69,None,Public,22,STEM,20.9,27006.15,Medium,FALSE,Full-Time,38.7,17.1
4077,2.48,1045,23,2,Low,Single,0.72,0.6,0.73,Health Issues,Public,22.6,Arts,12.5,22965.13,High,TRUE,Full-Time,34.9,9.6
4078,2.17,800,18,4,High,Single,0.61,0.5,0.53,None,Public,22.9,Arts,15.1,22776.16,Low,FALSE,Part-Time,35.2,15.2
4079,2.44,1041,23,1,High,Single,0.29,0.75,0.75,Family Issues,Private,22.2,STEM,21.1,38093.88,Medium,FALSE,Full-Time,39.8,4.3
4080,2.84,1054,23,2,Middle,Divorced,0.15,0.86,0.83,None,Public,22.8,STEM,13.8,22201.09,Low,TRUE,Full-Time,60.5,5.7
4081,2.77,1195,26,1,Low,Single,0.55,0.65,0.62,None,Public,22.4,STEM,10.1,16041.83,Low,TRUE,Full-Time,0,4.8
4082,3.04,995,22,2,High,Single,0.47,0.59,0.59,Health Issues,Public,22.2,Arts,13.6,20461.89,Low,TRUE,Full-Time,68,11.6
4083,3.48,1351,30,5,High,Single,0.19,0.65,0.61,None,Public,23,Arts,4.9,2802.49,High,FALSE,Part-Time,18.2,11.4
4084,2,813,18,1,Middle,Single,0.12,0.52,0.56,Family Issues,Private,23.1,Business,15.6,13340.88,High,FALSE,Full-Time,68.3,6.7
4085,3.07,1296,29,5,Low,Married,0.5,0.83,0.8,Family Issues,Public,22.6,Business,13.2,7621.12,Medium,FALSE,Full-Time,17,9.2
4086,2.51,1066,23,4,Middle,Divorced,0.25,0.63,0.68,None,Private,22.7,Arts,9.4,13485.39,Medium,FALSE,Full-Time,57.2,13.7
4087,3.48,1228,27,2,High,Married,0,0.86,0.91,None,Private,23.2,Arts,26.5,6717.73,Low,FALSE,Full-Time,57.5,10.6
4088,2.4,1111,25,3,Low,Single,0.84,0.52,0.52,Health Issues,Public,22.3,Health Sciences,9.9,34879.02,Medium,FALSE,Full-Time,100.4,2.4
4089,2.98,1270,28,4,Low,Married,0.33,0.81,0.84,None,Public,22.7,Arts,20.1,35374.54,Low,FALSE,Full-Time,64.6,11.5
4090,2.44,1041,23,3,High,Single,0.66,0.78,0.81,None,Public,22.3,STEM,18.2,17114.61,Low,FALSE,Full-Time,47.2,5.1
4091,2.33,935,21,1,Low,Single,0.28,0.5,0.43,None,Public,22,Health Sciences,12.9,9865.84,Medium,FALSE,Part-Time,19.3,16.7
4092,3.2,1313,29,3,High,Single,0.09,0.79,0.88,None,Public,22.3,STEM,17.5,15420.24,Medium,FALSE,Part-Time,26.2,7.9
4093,2.26,1082,24,1,Middle,Married,0.1,0.5,0.49,Financial Problems,Private,22,Business,13.2,30255.28,Medium,FALSE,Full-Time,52.8,8.7
4094,2.71,1133,25,4,Middle,Single,0.2,0.53,0.56,Health Issues,Public,22.7,Health Sciences,12.9,8273.73,Low,TRUE,Full-Time,99.5,7.8
4095,3.18,1285,28,1,Middle,Single,0.32,0.68,0.72,Financial Problems,Public,22.1,Health Sciences,13.4,23307.05,Medium,FALSE,Part-Time,35.3,11.9
4096,2.17,945,21,2,Low,Single,0.18,0.58,0.46,Health Issues,Public,22,Arts,18.8,11856.7,Low,TRUE,Full-Time,13.7,11.5
4097,3.18,1189,26,2,Middle,Married,0.23,0.84,0.8,None,Public,22.9,STEM,16.4,28453.28,High,FALSE,Part-Time,67.6,7.3
